Description,Category,Sub_Category
NEFT/FDRL324872440/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873273/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15209091110/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715209175325/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715209175479/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15209091068/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15209091060/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715209175213/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SD1226603725/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715210720000/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15210025689/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15210025703/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715210718411/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715210717068/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15210025667/Indfor,Transfers_Internal_Movement,External_Transfer
"Service Tax, Edu Cess and",Legal_Government,Tax_Payments_Refunds
Stop Payment Charges,Fees_Interest,Bank_Fees
NEFT/FDRL319593763/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319595303/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15211057528/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593736/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815211495191/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15211057581/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15211057606/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593734/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593805/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873888/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873949/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319595341/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15212093063/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15212093127/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15212093116/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215212009944/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215212009342/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873884/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873922/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593716/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593714/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593712/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319595279/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319595432/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15215056531/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15215056463/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/20150801N0000100/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15215056496/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715215314477/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715215313440/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715215315268/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319595332/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593884/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815216455800/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815216766755/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873265/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815216766296/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872427/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872426/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872513/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873886/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15216094869/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15216094808/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15216094777/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872481/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873958/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872433/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873263/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873889/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872437/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15217031023/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15217031002/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15217031041/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115217007383/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115217006274/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15218365324/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL319593732/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15218065485/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872439/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15218065461/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873269/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872438/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15218065336/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215218421055/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872584/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872483/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873287/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873920/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15219002217/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872421/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15219002307/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872420/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN315219584022/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15219002558/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324873890/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415222714358/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/000002668956/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15222063685/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15222063728/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/000002669047/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/000002669019/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15222063706/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515222067873/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515222068034/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/000002669073/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872448/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872452/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872453/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872447/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872451/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872446/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872450/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL324872449/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15223099366/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15223099393/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15223099422/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515223703003/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/000002705078/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15224033494/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615224951558/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15224033510/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615224951574/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169534/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173284/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169542/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SD1230251472/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBTR715225212746/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169551/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169538/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15225067923/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15225067979/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169570/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15225067906/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15226450252/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715225983508/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715225982675/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715225981616/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXIC152264410460/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXIC152264433422/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169591/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXIC152264433262/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815226520793/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15226004882/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815226520975/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15226004897/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173256/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815226521241/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15226004863/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169614/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169559/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169539/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115229149592/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115229150007/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15229040996/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15229041011/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173323/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169552/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15229041031/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174104/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115229149304/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115229147655/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173194/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174105/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15230070461/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173265/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115230896524/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115230896803/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169566/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15230070449/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15230070439/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174112/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174111/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15231495887/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15231495889/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15231495915/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169562/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215231676448/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15231005764/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15231005749/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173314/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15231005784/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173200/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15232040784/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15232040772/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15232040804/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173327/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173217/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415232099463/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169592/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174119/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SD1231646748/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515233233227/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515233232043/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169619/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169553/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169549/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15233073703/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169547/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169548/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15233073744/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15233073765/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615236595372/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15236030410/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15236030459/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15236030440/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615236595900/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174109/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169528/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173206/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174108/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169563/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173341/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169527/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169564/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15237064278/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715237449104/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715237448301/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715237449926/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15237064268/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715237450408/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15237064288/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15238096569/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15238096579/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815238464589/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15238096589/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169544/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15239029392/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15239029357/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169557/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174116/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN915239046395/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330173215/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330174184/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169567/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169545/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15239029401/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN915240916303/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN915240916419/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN915240916691/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169543/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL330169537/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15240062928/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15240062942/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15240062957/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294213/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294261/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294415/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294005/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215243585469/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215243585278/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15243016066/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15243016059/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15243016319/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294008/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294010/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294242/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294244/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294245/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294457/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415244280211/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15244053498/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15244053482/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415244280755/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15244053466/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15245077889/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15245077883/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15245077897/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615245091404/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN615245090129/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294234/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294236/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334293990/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294016/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294514/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15246014206/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15246014171/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15246014155/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715246357072/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715246357355/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715246358705/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715246356509/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294320/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15247668360/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/YESBN15247668380/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815247654056/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265901/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265645/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815247653203/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265616/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15247052916/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15247052800/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15247052955/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15250007985/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15250007886/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265652/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265612/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265861/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15250008003/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN115250664625/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294211/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294454/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294263/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294215/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215251924970/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN215251923811/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15251044615/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15251044648/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15251044635/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294093/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294240/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294478/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294268/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBTR915252131513/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15252080234/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15252080279/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15252080300/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415252076559/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415252076927/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN415252077300/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294207/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294035/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294459/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294205/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515253019696/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15253017359/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15253017346/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15253017369/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515253019993/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294203/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515254838227/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515254838212/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15254054112/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334294300/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15254054097/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15254054048/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515254894242/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN515254899581/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15257099243/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15257099292/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715257237967/STA,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15257099191/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SD1236818693/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715257324422/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715257324802/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN715257323909/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265944/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265523/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265670/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265648/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15258038855/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15258038880/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/AXISF15258038904/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265650/Indiaforensic,Transfers_Internal_Movement,External_Transfer
NEFT/SBIN815258041561/Indfor,Transfers_Internal_Movement,External_Transfer
NEFT/FDRL334265467/Indiaforensic,Transfers_Internal_Movement,External_Transfer
